identifier,frequency,startdate,splitgift,donor,motivation_1,recipient_support_1,recipient_keymin_1,recipient_field_1,amount_1,motivation_2,recipient_support_2,recipient_keymin_2,recipient_field_2,amount_2,motivation_3,recipient_support_3,recipient_keymin_3,recipient_field_3,amount_3
208,once,2012-05-28T00:00:00,2,387,SUPPORT,152,43,10,325,SUPPORT,50,36,20,135,SUPPORT,95,10,7,396
209,quarterly,2012-08-06T00:00:00,1,141,SUPPORT,180,5,9,202,KEYMIN,68,34,17,201,SUPPORT,51,2,17,362
210,quarterly,2012-02-26T00:00:00,2,973,SUPPORT,127,41,19,52,KEYMIN,195,49,15,263,SUPPORT,93,25,4,403
211,monthly,2012-08-14T00:00:00,1,882,SUPPORT,116,31,6,194,FIELD,181,10,20,408,SUPPORT,131,36,17,126
212,once,2012-05-18T00:00:00,3,263,KEYMIN,160,2,15,459,FIELD,30,18,11,357,KEYMIN,20,28,11,384
213,quarterly,2012-02-20T00:00:00,1,128,KEYMIN,162,2,11,95,FIELD,188,48,10,483,SUPPORT,115,50,19,335
214,once,2012-01-17T00:00:00,2,560,SUPPORT,61,31,3,72,SUPPORT,110,40,16,121,SUPPORT,171,48,9,495
215,monthly,2012-05-24T00:00:00,2,954,SUPPORT,95,50,14,81,KEYMIN,105,36,2,403,FIELD,164,11,17,481
216,once,2012-11-22T00:00:00,1,505,SUPPORT,92,36,1,240,FIELD,129,30,1,250,KEYMIN,147,39,5,6
217,quarterly,2012-02-18T00:00:00,1,675,SUPPORT,56,29,6,286,SUPPORT,165,33,6,350,KEYMIN,78,49,1,456
218,monthly,2012-01-01T00:00:00,1,400,FIELD,115,3,6,43,FIELD,84,3,2,118,FIELD,30,1,3,172
219,once,2012-01-31T00:00:00,1,329,FIELD,161,24,3,64,SUPPORT,81,32,7,110,FIELD,158,12,14,45
220,monthly,2012-08-06T00:00:00,1,289,SUPPORT,100,2,4,243,KEYMIN,68,38,16,121,FIELD,180,25,10,121
221,monthly,2012-03-09T00:00:00,1,369,SUPPORT,58,26,9,103,SUPPORT,119,45,10,380,SUPPORT,145,47,5,280
222,monthly,2012-02-06T00:00:00,1,971,SUPPORT,121,41,8,359,FIELD,44,21,9,205,SUPPORT,161,30,9,259
223,once,2012-11-10T00:00:00,3,261,FIELD,172,45,3,332,SUPPORT,158,24,2,310,KEYMIN,197,42,2,63
224,monthly,2012-11-22T00:00:00,2,19,FIELD,15,1,7,423,SUPPORT,151,43,18,349,KEYMIN,15,18,18,56
225,monthly,2012-09-11T00:00:00,2,804,SUPPORT,153,11,10,324,SUPPORT,14,28,12,80,SUPPORT,61,36,19,175
226,quarterly,2012-12-14T00:00:00,1,527,SUPPORT,113,36,13,132,KEYMIN,91,24,10,332,KEYMIN,122,31,1,153
227,monthly,2012-05-06T00:00:00,2,509,FIELD,6,18,2,354,SUPPORT,172,38,12,471,SUPPORT,44,23,20,121
228,monthly,2012-08-30T00:00:00,2,591,FIELD,164,50,7,128,KEYMIN,101,23,11,214,SUPPORT,152,16,19,13
229,monthly,2012-02-28T00:00:00,1,390,SUPPORT,27,18,1,386,SUPPORT,151,27,2,348,FIELD,151,31,19,246
230,quarterly,2012-06-07T00:00:00,2,130,KEYMIN,195,1,5,138,SUPPORT,93,8,12,43,SUPPORT,106,47,5,387
231,quarterly,2012-12-14T00:00:00,1,224,KEYMIN,22,30,14,153,FIELD,146,17,18,173,SUPPORT,106,46,10,463
232,monthly,2012-10-01T00:00:00,1,580,KEYMIN,44,12,10,44,SUPPORT,184,42,1,261,SUPPORT,116,22,5,239
233,monthly,2012-07-15T00:00:00,1,820,SUPPORT,43,31,18,81,KEYMIN,177,2,4,221,SUPPORT,52,16,18,146
234,monthly,2012-09-07T00:00:00,1,368,FIELD,72,50,9,219,SUPPORT,5,17,5,77,SUPPORT,23,15,9,428
235,quarterly,2012-03-31T00:00:00,1,342,FIELD,168,30,16,495,SUPPORT,173,19,13,280,KEYMIN,20,8,6,481
236,monthly,2012-07-13T00:00:00,1,182,SUPPORT,95,30,2,291,SUPPORT,13,16,13,313,SUPPORT,108,24,8,155
237,monthly,2012-02-22T00:00:00,2,307,KEYMIN,91,24,2,158,KEYMIN,79,24,15,420,FIELD,58,1,4,184
238,monthly,2012-04-16T00:00:00,2,237,FIELD,94,24,10,384,SUPPORT,198,41,13,68,SUPPORT,180,22,3,212
239,quarterly,2012-05-20T00:00:00,3,228,KEYMIN,164,43,20,167,KEYMIN,172,9,17,142,SUPPORT,147,2,7,266
240,once,2012-06-27T00:00:00,1,917,KEYMIN,37,27,8,403,FIELD,27,28,16,378,SUPPORT,96,9,16,112
241,monthly,2012-11-02T00:00:00,2,662,KEYMIN,134,8,5,335,FIELD,100,7,8,54,KEYMIN,61,45,9,477
242,monthly,2012-03-25T00:00:00,2,827,KEYMIN,71,31,4,372,KEYMIN,35,31,15,196,SUPPORT,31,8,16,28
243,quarterly,2012-07-03T00:00:00,1,900,SUPPORT,65,2,15,65,SUPPORT,46,27,17,102,SUPPORT,64,24,7,248
244,monthly,2012-04-10T00:00:00,2,711,SUPPORT,198,19,17,182,KEYMIN,184,49,10,53,SUPPORT,86,15,15,265
245,monthly,2012-06-23T00:00:00,1,928,KEYMIN,11,33,15,350,SUPPORT,6,45,5,71,FIELD,47,32,4,337
246,monthly,2012-02-20T00:00:00,1,774,FIELD,120,2,19,47,KEYMIN,11,6,7,443,SUPPORT,149,11,14,81
247,monthly,2012-06-15T00:00:00,1,868,KEYMIN,159,15,14,57,KEYMIN,26,14,17,50,SUPPORT,93,38,8,61
248,monthly,2012-02-22T00:00:00,2,160,FIELD,156,21,11,373,SUPPORT,181,31,1,282,FIELD,52,44,4,383
249,monthly,2012-12-14T00:00:00,2,93,FIELD,159,39,16,121,SUPPORT,119,28,10,179,KEYMIN,140,31,7,253
250,monthly,2012-05-30T00:00:00,2,830,KEYMIN,104,45,10,292,SUPPORT,97,4,10,271,KEYMIN,66,46,2,454
251,quarterly,2012-11-16T00:00:00,2,702,SUPPORT,149,22,5,68,FIELD,149,33,4,190,SUPPORT,61,21,17,85
252,monthly,2012-10-19T00:00:00,2,74,KEYMIN,25,47,5,146,SUPPORT,11,42,1,114,SUPPORT,163,2,13,254
253,monthly,2012-01-05T00:00:00,2,102,SUPPORT,137,16,18,105,FIELD,41,25,3,94,KEYMIN,20,42,12,122
254,once,2012-10-01T00:00:00,1,508,FIELD,110,6,19,494,KEYMIN,115,25,15,24,FIELD,84,17,11,229
255,monthly,2012-04-08T00:00:00,2,465,FIELD,128,34,1,328,SUPPORT,82,25,16,120,SUPPORT,14,1,6,312
256,quarterly,2012-04-30T00:00:00,1,151,FIELD,76,44,18,305,SUPPORT,6,25,18,212,SUPPORT,157,48,9,135
257,once,2012-01-27T00:00:00,3,286,FIELD,4,3,6,129,SUPPORT,144,8,17,190,KEYMIN,129,46,2,500
258,monthly,2012-09-29T00:00:00,2,953,SUPPORT,119,30,18,135,SUPPORT,105,20,10,447,FIELD,194,35,11,328
259,monthly,2012-01-29T00:00:00,2,775,FIELD,21,14,3,140,SUPPORT,30,24,20,447,SUPPORT,173,47,2,323
260,once,2012-03-11T00:00:00,2,6,FIELD,129,46,20,296,SUPPORT,176,11,10,170,SUPPORT,90,26,3,87
261,monthly,2012-07-21T00:00:00,2,383,SUPPORT,40,31,12,9,FIELD,37,35,6,38,SUPPORT,91,22,5,47
262,once,2012-06-03T00:00:00,2,931,SUPPORT,54,19,4,362,FIELD,136,17,3,263,FIELD,47,29,10,356
263,once,2012-02-04T00:00:00,1,48,SUPPORT,64,40,14,320,FIELD,107,10,13,159,SUPPORT,27,38,19,450
264,monthly,2012-12-26T00:00:00,1,918,SUPPORT,64,15,3,424,FIELD,168,38,8,303,FIELD,6,30,10,23
265,once,2012-04-02T00:00:00,3,90,SUPPORT,114,13,3,427,SUPPORT,89,26,2,277,SUPPORT,91,7,3,264
266,quarterly,2012-08-12T00:00:00,3,681,FIELD,62,46,15,91,SUPPORT,127,27,17,139,FIELD,4,15,13,118
267,monthly,2012-03-07T00:00:00,3,54,SUPPORT,126,21,18,493,SUPPORT,142,6,8,444,SUPPORT,127,7,10,272
268,once,2012-04-06T00:00:00,1,52,KEYMIN,109,39,17,491,SUPPORT,140,26,9,348,FIELD,78,9,15,277
269,quarterly,2012-08-22T00:00:00,1,246,KEYMIN,5,13,16,254,SUPPORT,143,25,15,447,SUPPORT,93,17,7,479
270,once,2012-03-09T00:00:00,3,505,SUPPORT,133,33,20,484,FIELD,194,47,15,216,SUPPORT,29,26,16,33
271,monthly,2012-07-17T00:00:00,3,937,KEYMIN,159,9,1,256,FIELD,131,46,2,318,SUPPORT,196,31,17,113
272,monthly,2012-04-10T00:00:00,2,706,SUPPORT,88,40,9,15,KEYMIN,109,39,6,131,SUPPORT,139,2,7,65
273,monthly,2012-03-17T00:00:00,1,622,SUPPORT,129,17,7,321,FIELD,143,10,2,122,SUPPORT,41,13,3,499
274,monthly,2012-11-10T00:00:00,3,383,SUPPORT,26,1,13,338,KEYMIN,45,50,14,428,FIELD,43,48,7,215
275,monthly,2012-07-15T00:00:00,2,780,FIELD,56,20,6,483,SUPPORT,96,27,5,158,SUPPORT,60,32,10,415
276,monthly,2012-08-22T00:00:00,1,851,KEYMIN,159,16,11,210,SUPPORT,10,48,5,155,SUPPORT,38,29,18,267
277,monthly,2012-02-02T00:00:00,1,512,FIELD,146,11,20,218,SUPPORT,150,28,3,76,SUPPORT,195,23,7,270
278,once,2012-09-05T00:00:00,1,352,SUPPORT,145,17,8,383,SUPPORT,170,15,4,447,KEYMIN,188,41,13,327
279,quarterly,2012-12-12T00:00:00,1,408,SUPPORT,176,44,12,380,SUPPORT,8,32,14,110,SUPPORT,60,12,17,36
280,quarterly,2012-04-14T00:00:00,1,674,SUPPORT,10,42,14,415,SUPPORT,24,5,9,93,SUPPORT,117,12,16,252
281,once,2012-10-19T00:00:00,2,693,FIELD,140,6,10,447,SUPPORT,186,15,15,356,SUPPORT,129,35,5,355
282,monthly,2012-05-20T00:00:00,1,616,SUPPORT,85,8,4,242,SUPPORT,94,7,11,480,SUPPORT,119,42,5,455
283,monthly,2012-11-26T00:00:00,2,512,SUPPORT,57,6,1,426,SUPPORT,114,50,7,46,SUPPORT,73,21,13,40
284,once,2012-11-24T00:00:00,2,291,FIELD,93,10,2,169,SUPPORT,136,46,20,494,KEYMIN,142,24,13,450
285,once,2012-04-14T00:00:00,1,923,FIELD,86,49,4,245,SUPPORT,38,2,1,72,FIELD,21,8,15,197
286,once,2012-10-19T00:00:00,2,697,SUPPORT,158,13,2,133,KEYMIN,153,44,10,451,SUPPORT,130,15,13,66
287,monthly,2012-02-14T00:00:00,2,213,KEYMIN,98,35,15,284,KEYMIN,74,42,15,429,KEYMIN,20,3,7,428
288,monthly,2012-12-28T00:00:00,1,629,SUPPORT,20,1,5,470,KEYMIN,112,22,11,301,SUPPORT,163,17,3,337
289,monthly,2012-01-05T00:00:00,2,618,SUPPORT,164,32,3,55,KEYMIN,25,48,14,30,SUPPORT,155,48,17,217
290,monthly,2012-02-10T00:00:00,1,869,FIELD,131,44,18,469,KEYMIN,20,21,17,474,SUPPORT,168,9,1,133
291,quarterly,2012-05-20T00:00:00,2,28,SUPPORT,98,10,18,308,FIELD,126,7,15,364,SUPPORT,18,48,3,437
292,quarterly,2012-10-03T00:00:00,1,997,SUPPORT,179,41,20,398,KEYMIN,46,45,12,207,SUPPORT,173,3,10,183
293,once,2012-03-09T00:00:00,2,422,SUPPORT,193,45,20,136,FIELD,197,5,16,61,FIELD,69,35,4,398
294,quarterly,2012-10-15T00:00:00,1,773,SUPPORT,27,9,10,208,FIELD,200,20,11,257,KEYMIN,22,15,5,165
295,once,2012-04-16T00:00:00,3,965,SUPPORT,103,44,4,445,SUPPORT,12,11,19,443,FIELD,87,42,15,124
296,once,2012-01-27T00:00:00,1,989,SUPPORT,181,13,3,357,SUPPORT,99,8,10,489,SUPPORT,53,43,16,63
297,quarterly,2012-02-14T00:00:00,2,24,SUPPORT,123,42,19,397,FIELD,182,12,4,133,KEYMIN,181,22,5,267
298,monthly,2012-11-28T00:00:00,2,42,SUPPORT,56,4,7,107,SUPPORT,45,35,17,142,SUPPORT,93,13,6,436
299,once,2012-04-28T00:00:00,3,366,SUPPORT,63,20,1,441,KEYMIN,99,42,20,301,SUPPORT,67,47,5,69
300,monthly,2012-08-02T00:00:00,2,279,SUPPORT,62,8,4,150,SUPPORT,28,40,2,382,SUPPORT,31,35,18,281
301,once,2012-12-16T00:00:00,2,315,KEYMIN,81,16,12,132,SUPPORT,72,7,16,156,SUPPORT,43,17,9,138
302,monthly,2012-06-03T00:00:00,3,972,SUPPORT,84,26,15,259,FIELD,56,27,12,88,KEYMIN,102,26,14,68
303,quarterly,2012-07-17T00:00:00,1,17,SUPPORT,46,31,2,13,SUPPORT,185,36,16,141,KEYMIN,29,3,15,127
304,monthly,2012-02-22T00:00:00,1,821,SUPPORT,147,41,11,226,SUPPORT,199,34,1,122,KEYMIN,112,37,7,489
305,once,2012-07-05T00:00:00,2,941,FIELD,51,48,5,169,KEYMIN,108,8,20,300,KEYMIN,175,3,8,340
306,quarterly,2012-06-13T00:00:00,2,961,FIELD,191,20,2,230,FIELD,88,23,11,423,SUPPORT,193,38,1,412
307,once,2012-06-07T00:00:00,3,578,SUPPORT,33,12,4,464,SUPPORT,52,11,4,487,SUPPORT,135,31,1,315
308,once,2012-05-18T00:00:00,1,258,SUPPORT,113,4,15,376,SUPPORT,123,5,1,445,SUPPORT,107,46,2,254
309,monthly,2012-12-18T00:00:00,1,523,KEYMIN,50,22,9,203,KEYMIN,28,5,4,155,FIELD,56,49,4,334
310,once,2012-02-04T00:00:00,2,896,SUPPORT,88,23,5,353,SUPPORT,90,17,2,429,SUPPORT,8,25,18,218
311,once,2012-09-11T00:00:00,2,932,KEYMIN,2,8,20,417,SUPPORT,139,28,5,127,SUPPORT,42,27,10,48
312,monthly,2012-09-09T00:00:00,1,846,SUPPORT,164,8,16,149,SUPPORT,192,24,4,108,SUPPORT,183,38,2,84
313,quarterly,2012-05-28T00:00:00,3,648,SUPPORT,127,5,11,154,SUPPORT,46,28,1,297,FIELD,6,47,5,338
314,monthly,2012-12-24T00:00:00,1,6,KEYMIN,106,1,15,315,SUPPORT,139,40,13,307,SUPPORT,11,27,2,55
315,quarterly,2012-03-03T00:00:00,3,877,SUPPORT,181,50,17,73,SUPPORT,46,37,11,437,SUPPORT,91,46,4,238
316,once,2012-02-06T00:00:00,1,814,FIELD,170,38,1,15,SUPPORT,9,22,14,452,KEYMIN,12,11,5,381
317,once,2012-05-22T00:00:00,2,704,KEYMIN,87,12,1,67,KEYMIN,15,13,11,320,FIELD,53,18,18,479
318,once,2012-06-19T00:00:00,1,208,SUPPORT,114,50,14,482,SUPPORT,125,26,1,135,KEYMIN,139,4,8,34
319,once,2012-11-08T00:00:00,2,16,SUPPORT,35,36,17,289,SUPPORT,156,10,17,316,SUPPORT,30,40,13,225
320,monthly,2012-09-03T00:00:00,2,938,SUPPORT,72,26,15,429,KEYMIN,103,9,13,16,SUPPORT,175,37,13,124
321,once,2012-04-10T00:00:00,1,497,SUPPORT,159,8,13,287,SUPPORT,25,13,19,248,FIELD,99,20,19,69
322,once,2012-06-13T00:00:00,2,762,FIELD,143,40,5,325,KEYMIN,134,33,15,340,SUPPORT,132,50,13,167
323,monthly,2012-10-27T00:00:00,2,458,SUPPORT,197,38,17,52,SUPPORT,148,7,4,439,KEYMIN,26,21,1,89
324,monthly,2012-10-25T00:00:00,1,667,KEYMIN,124,12,19,266,SUPPORT,168,9,19,141,SUPPORT,66,11,11,276
325,quarterly,2012-10-23T00:00:00,1,458,KEYMIN,156,4,16,441,SUPPORT,175,49,5,25,FIELD,180,7,4,60
326,monthly,2012-04-16T00:00:00,2,904,SUPPORT,137,10,7,435,SUPPORT,61,38,14,177,SUPPORT,13,33,14,207
327,once,2012-12-18T00:00:00,3,735,SUPPORT,26,34,7,392,SUPPORT,95,9,10,54,SUPPORT,156,21,6,295
328,monthly,2012-04-08T00:00:00,1,884,SUPPORT,131,20,8,490,SUPPORT,7,10,12,59,SUPPORT,56,17,16,335
329,once,2012-01-19T00:00:00,1,544,SUPPORT,199,42,11,414,SUPPORT,55,27,1,389,KEYMIN,115,40,20,196
330,once,2012-01-19T00:00:00,1,979,KEYMIN,78,28,4,148,SUPPORT,102,34,11,351,KEYMIN,107,4,20,221
331,monthly,2012-12-20T00:00:00,1,839,SUPPORT,4,39,13,393,FIELD,165,43,18,385,FIELD,145,26,2,362
332,once,2012-04-18T00:00:00,1,615,SUPPORT,36,17,5,301,SUPPORT,86,17,10,455,SUPPORT,168,28,5,161
333,monthly,2012-03-17T00:00:00,1,677,FIELD,167,11,11,393,SUPPORT,111,48,9,357,SUPPORT,11,12,3,178
334,monthly,2012-05-02T00:00:00,1,509,SUPPORT,138,1,6,213,KEYMIN,25,2,6,413,FIELD,70,1,15,422
335,monthly,2012-03-29T00:00:00,3,428,SUPPORT,119,50,19,359,SUPPORT,94,42,6,163,SUPPORT,126,17,16,346
336,once,2012-12-14T00:00:00,1,539,SUPPORT,45,14,5,435,SUPPORT,25,26,17,70,SUPPORT,120,10,13,430
337,monthly,2012-09-07T00:00:00,3,402,KEYMIN,62,7,10,31,SUPPORT,148,16,6,484,SUPPORT,119,28,12,281
338,monthly,2012-10-17T00:00:00,2,32,FIELD,198,8,2,296,SUPPORT,101,1,19,462,KEYMIN,138,34,6,322
339,monthly,2012-09-09T00:00:00,1,702,FIELD,52,40,12,337,SUPPORT,18,44,2,313,SUPPORT,162,19,12,436
340,once,2012-09-25T00:00:00,2,365,SUPPORT,142,35,15,255,FIELD,196,32,10,485,SUPPORT,134,5,14,346
341,monthly,2012-03-11T00:00:00,1,447,SUPPORT,176,28,18,9,SUPPORT,8,6,11,410,SUPPORT,62,29,3,311
342,quarterly,2012-02-20T00:00:00,2,604,SUPPORT,180,32,15,459,SUPPORT,106,19,10,46,SUPPORT,33,28,5,337
343,monthly,2012-04-10T00:00:00,3,946,KEYMIN,13,50,17,417,KEYMIN,123,21,3,220,SUPPORT,54,48,18,231
344,monthly,2012-05-26T00:00:00,2,565,KEYMIN,164,49,19,16,SUPPORT,79,14,18,335,FIELD,82,7,1,497
345,quarterly,2012-12-18T00:00:00,1,849,SUPPORT,81,44,15,64,SUPPORT,98,34,14,299,SUPPORT,147,24,17,82
346,monthly,2012-03-09T00:00:00,1,920,KEYMIN,144,34,16,232,SUPPORT,151,50,20,255,FIELD,23,35,15,224
347,monthly,2012-03-21T00:00:00,2,399,KEYMIN,33,3,7,57,SUPPORT,91,21,12,300,KEYMIN,90,16,9,383
348,monthly,2012-03-05T00:00:00,2,314,SUPPORT,71,14,5,220,SUPPORT,113,31,2,157,KEYMIN,54,19,18,199
349,monthly,2012-01-11T00:00:00,2,756,SUPPORT,38,9,4,381,SUPPORT,27,24,13,207,SUPPORT,20,28,1,498
350,monthly,2012-06-03T00:00:00,1,746,KEYMIN,129,5,14,110,SUPPORT,25,32,11,171,SUPPORT,167,41,14,236
351,quarterly,2012-05-04T00:00:00,3,473,SUPPORT,147,11,19,414,KEYMIN,193,10,4,318,KEYMIN,20,22,9,256
352,once,2012-03-09T00:00:00,2,512,KEYMIN,158,31,2,47,FIELD,122,42,17,148,SUPPORT,153,23,3,498
353,once,2012-06-25T00:00:00,1,194,FIELD,24,12,1,49,SUPPORT,111,7,3,404,SUPPORT,17,15,3,80
354,monthly,2012-08-20T00:00:00,1,386,FIELD,65,44,8,368,KEYMIN,13,10,4,133,SUPPORT,46,5,5,215
355,once,2012-01-15T00:00:00,1,938,KEYMIN,133,14,10,356,SUPPORT,65,1,1,488,KEYMIN,45,5,12,53
356,monthly,2012-02-04T00:00:00,1,784,KEYMIN,90,14,1,339,KEYMIN,29,35,15,172,SUPPORT,113,25,19,469
357,monthly,2012-05-16T00:00:00,2,644,SUPPORT,60,18,8,498,SUPPORT,162,23,17,433,KEYMIN,191,16,11,95
358,monthly,2012-11-02T00:00:00,2,379,KEYMIN,121,42,6,59,SUPPORT,71,31,10,400,SUPPORT,142,50,13,10
359,quarterly,2012-09-21T00:00:00,1,455,FIELD,170,45,13,234,SUPPORT,123,27,3,171,SUPPORT,68,39,9,57
360,monthly,2012-10-17T00:00:00,3,776,SUPPORT,66,42,16,320,FIELD,142,38,17,109,SUPPORT,96,9,17,207
361,monthly,2012-09-01T00:00:00,3,767,KEYMIN,45,7,10,295,SUPPORT,132,49,7,189,SUPPORT,165,12,8,266
362,monthly,2012-05-22T00:00:00,2,35,KEYMIN,146,24,6,396,SUPPORT,108,23,5,213,SUPPORT,164,17,19,410
363,once,2012-10-17T00:00:00,3,663,FIELD,29,13,1,103,KEYMIN,59,40,8,145,SUPPORT,120,50,5,389
364,once,2012-07-19T00:00:00,2,765,SUPPORT,110,41,6,199,FIELD,33,13,16,207,SUPPORT,89,45,14,196
365,monthly,2012-05-14T00:00:00,2,570,SUPPORT,13,20,16,21,SUPPORT,63,13,11,289,FIELD,198,6,13,382
366,monthly,2012-03-29T00:00:00,1,630,SUPPORT,152,10,5,210,SUPPORT,12,22,15,398,KEYMIN,100,6,9,367
367,once,2012-12-04T00:00:00,1,162,SUPPORT,83,20,8,133,KEYMIN,105,16,11,23,FIELD,15,2,9,219
368,once,2012-11-22T00:00:00,3,870,FIELD,30,24,19,315,SUPPORT,99,4,2,417,KEYMIN,83,7,16,314
369,quarterly,2012-07-03T00:00:00,1,973,KEYMIN,114,19,11,379,FIELD,166,44,3,90,SUPPORT,176,30,2,329
370,monthly,2012-03-15T00:00:00,2,278,FIELD,144,33,10,416,SUPPORT,124,2,7,40,SUPPORT,44,9,2,65
371,quarterly,2012-05-12T00:00:00,1,48,KEYMIN,128,29,8,13,SUPPORT,155,9,4,46,SUPPORT,156,12,16,386
372,quarterly,2012-05-30T00:00:00,3,739,SUPPORT,156,34,13,336,SUPPORT,12,43,10,297,FIELD,94,6,12,23
373,monthly,2012-04-30T00:00:00,2,925,SUPPORT,150,12,15,443,FIELD,1,27,17,226,FIELD,157,20,19,403
374,once,2012-02-16T00:00:00,2,421,SUPPORT,69,47,17,215,FIELD,107,40,16,456,SUPPORT,23,20,2,165
375,once,2012-01-25T00:00:00,1,369,SUPPORT,145,11,9,403,SUPPORT,185,17,6,318,SUPPORT,16,20,10,467
376,monthly,2012-08-22T00:00:00,2,333,KEYMIN,112,47,5,311,SUPPORT,60,17,11,493,SUPPORT,45,38,10,490
377,quarterly,2012-08-18T00:00:00,2,294,FIELD,97,13,10,426,SUPPORT,47,27,15,448,KEYMIN,160,39,2,60
378,monthly,2012-03-05T00:00:00,1,685,SUPPORT,190,45,10,242,SUPPORT,27,8,4,125,SUPPORT,180,13,2,199
379,monthly,2012-09-13T00:00:00,2,620,SUPPORT,117,40,9,82,SUPPORT,88,36,13,218,SUPPORT,183,28,12,259
380,once,2012-12-10T00:00:00,1,79,FIELD,140,47,2,345,SUPPORT,173,17,12,385,SUPPORT,60,26,19,41
381,quarterly,2012-07-17T00:00:00,1,784,KEYMIN,35,34,9,170,SUPPORT,44,27,4,126,FIELD,34,7,16,485
382,monthly,2012-03-27T00:00:00,1,719,KEYMIN,116,46,15,466,SUPPORT,51,47,1,183,SUPPORT,159,14,13,217
383,once,2012-02-18T00:00:00,2,802,SUPPORT,1,12,16,475,KEYMIN,145,1,7,10,SUPPORT,39,7,2,161
384,once,2012-11-06T00:00:00,1,526,KEYMIN,56,38,1,131,KEYMIN,82,45,2,51,SUPPORT,74,31,4,122
385,monthly,2012-09-19T00:00:00,2,702,SUPPORT,4,36,14,261,KEYMIN,188,29,19,489,SUPPORT,116,44,6,371
386,once,2012-04-22T00:00:00,2,619,SUPPORT,49,34,7,204,SUPPORT,138,18,15,278,FIELD,174,4,16,12
387,once,2012-12-08T00:00:00,2,948,SUPPORT,52,35,14,346,SUPPORT,187,25,5,38,SUPPORT,92,3,15,50
388,once,2012-01-13T00:00:00,2,749,SUPPORT,199,12,2,418,KEYMIN,94,41,2,211,SUPPORT,137,7,13,468
389,once,2012-04-28T00:00:00,1,723,FIELD,46,33,13,12,SUPPORT,167,17,19,79,FIELD,7,37,15,209
390,quarterly,2012-05-04T00:00:00,1,767,SUPPORT,67,42,12,272,SUPPORT,94,11,19,405,SUPPORT,135,40,3,77
391,monthly,2012-08-16T00:00:00,3,587,SUPPORT,103,18,16,410,SUPPORT,48,14,19,448,SUPPORT,31,37,8,235
392,quarterly,2012-06-17T00:00:00,1,235,SUPPORT,58,36,1,31,KEYMIN,40,21,13,470,KEYMIN,4,21,20,151
393,once,2012-11-06T00:00:00,3,200,KEYMIN,109,8,8,240,SUPPORT,46,39,18,117,FIELD,163,38,12,37
394,monthly,2012-10-31T00:00:00,1,668,SUPPORT,113,12,11,108,FIELD,77,2,8,264,SUPPORT,2,25,7,242
395,monthly,2012-12-18T00:00:00,2,720,FIELD,121,43,19,170,SUPPORT,68,41,15,100,SUPPORT,56,39,18,223
396,once,2012-07-11T00:00:00,1,792,FIELD,172,36,17,109,SUPPORT,197,32,17,429,SUPPORT,137,25,14,233
397,once,2012-02-20T00:00:00,2,530,SUPPORT,77,31,4,368,SUPPORT,69,50,9,40,KEYMIN,188,28,6,247
398,monthly,2012-01-27T00:00:00,2,333,KEYMIN,54,11,9,482,SUPPORT,67,12,16,276,FIELD,58,10,14,486
399,monthly,2012-09-27T00:00:00,2,204,SUPPORT,98,47,4,207,FIELD,52,7,13,434,SUPPORT,105,44,16,42
400,once,2012-01-07T00:00:00,2,997,FIELD,102,46,8,145,FIELD,166,5,17,33,SUPPORT,33,21,10,340
401,monthly,2012-06-17T00:00:00,1,920,SUPPORT,141,48,2,373,SUPPORT,67,33,4,326,SUPPORT,164,23,4,301
402,once,2012-03-27T00:00:00,1,689,SUPPORT,45,7,1,54,SUPPORT,125,4,5,13,FIELD,16,3,1,130
403,once,2012-04-06T00:00:00,2,697,SUPPORT,86,12,10,476,FIELD,45,33,16,251,SUPPORT,149,5,16,380
404,monthly,2012-01-15T00:00:00,1,588,SUPPORT,61,13,3,210,KEYMIN,107,16,3,98,SUPPORT,36,25,13,46
405,monthly,2012-08-04T00:00:00,2,124,FIELD,155,22,17,122,KEYMIN,175,33,5,44,SUPPORT,21,26,18,25
406,once,2012-05-10T00:00:00,2,50,FIELD,172,23,13,299,SUPPORT,5,14,16,118,KEYMIN,154,7,10,381
407,monthly,2012-12-14T00:00:00,3,992,SUPPORT,125,19,10,223,FIELD,99,5,12,380,SUPPORT,136,9,5,58
408,monthly,2012-08-24T00:00:00,1,609,FIELD,66,32,1,323,FIELD,96,4,4,368,SUPPORT,97,27,17,23
409,monthly,2012-03-15T00:00:00,2,863,SUPPORT,32,12,17,304,KEYMIN,5,1,3,401,SUPPORT,84,41,20,295
410,monthly,2012-04-24T00:00:00,1,335,SUPPORT,93,24,18,447,SUPPORT,119,34,20,436,SUPPORT,80,1,6,343
411,monthly,2012-06-27T00:00:00,2,206,KEYMIN,24,43,11,125,SUPPORT,20,2,16,248,SUPPORT,145,42,6,17
412,once,2012-03-31T00:00:00,1,446,SUPPORT,33,6,20,110,SUPPORT,127,32,17,72,SUPPORT,196,9,9,313
413,monthly,2012-01-27T00:00:00,1,339,FIELD,100,23,20,321,SUPPORT,79,14,20,275,KEYMIN,158,29,6,161
414,once,2012-06-27T00:00:00,1,503,SUPPORT,42,47,4,485,SUPPORT,84,21,11,499,SUPPORT,49,34,3,433
415,monthly,2012-09-01T00:00:00,1,346,FIELD,30,50,18,368,FIELD,61,50,17,378,SUPPORT,165,12,17,492
416,quarterly,2012-12-30T00:00:00,1,572,FIELD,60,38,16,386,SUPPORT,70,31,13,451,KEYMIN,2,8,9,156
